OBJECTID;date_;time_value_ms;time_uncertainty;latitude_value;longitude_value;depth_value;magnitude_value_M;quality_associatedPhaseCount;quality_usedPhaseCount;quality_associatedStationCount;quality_usedStationCount;quality_standardError;quality_azimuthalGap;quality_maximumDistance;quality_minimumDistance;quality_medianDistance;Tiempo
213;1/5/16 09:59;653.977.000.000.000.000.000;0.706763070000000;-0.293084440000000;-81.022.239.690.000.000;10.000.000.000.000.000;4.225.371.510.000.000;66.000.000.000.000.000;54.000.000.000.000.000;61.000.000.000.000.000;51.000.000.000.000.000;0.995960770000000;259.952.674.899.999.000;3.259.461.640.000.000;0.814112900000000;2.607.439.280.000.000;1/5/16 09:59
214;1/5/16 11:22;160.260.000.000.000.000.000;0.724675710000000;-1.617.163.420.000.000;-81.076.377.870.000.000;10.000.000.000.000.000;3.953.488.300.000.000;55.000.000.000.000.000;45.000.000.000.000.000;53.000.000.000.000.000;44.000.000.000.000.000;0.924043440000000;248.035.015.100.000.000;4.077.812.670.000.000;1.757.061.600.000.000;2.826.030.490.000.000;1/5/16 11:22
215;1/5/16 16:36;48.444.000.000.000.000.000;0.481588390000000;0.582409800000000;-79.841.239.930.000.000;5.000.000.000.000.000;3.913.782.310.000.000;58.000.000.000.000.000;58.000.000.000.000.000;58.000.000.000.000.000;58.000.000.000.000.000;0.979358660000000;174.609.294.900.000.000;4.108.853.340.000.000;0.368840490000000;1.892.772.910.000.000;1/5/16 16:36
216;1/5/16 16:56;102.094.000.000.000.000.000;1.032.248.330.000.000;-1.277.403.830.000.000;-81.222.496.030.000.000;5.000.000.000.000.000;4.246.093.770.000.000;53.000.000.000.000.000;52.000.000.000.000.000;53.000.000.000.000.000;52.000.000.000.000.000;1.079.790.660.000.000;257.514.823.900.000.000;4.211.073.400.000.000;0.520243700000000;2.879.406.930.000.000;1/5/16 16:56
217;1/5/16 18:08;957.170.000.000.000.000.000;1.558.483.840.000.000;-0.115240310000000;-80.373.497.009.999.800;7.324.803.830.000.000;3.724.987.360.000.000;53.000.000.000.000.000;51.000.000.000.000.000;53.000.000.000.000.000;51.000.000.000.000.000;0.744673180000000;294.286.674.500.000.000;2.695.485.350.000.000;0.224043280000000;2.096.216.200.000.000;1/5/16 18:08
218;2/5/16 02:04;429.502.000.000.000.000.000;0.791759340000000;-0.127910290000000;-80.790.748.600.000.000;10.000.000.000.000.000;4.096.182.210.000.000;55.000.000.000.000.000;55.000.000.000.000.000;54.000.000.000.000.000;54.000.000.000.000.000;0.888643850000000;304.445.686.299.999.000;3.087.871.070.000.000;0.598599370000000;2.453.942.540.000.000;2/5/16 02:04
219;2/5/16 16:06;502.279.000.000.000.000.000;0.286780030000000;-0.668515680000000;-77.752.456.670.000.000;1.447.120.310.000.000;3.551.599.550.000.000;56.000.000.000.000.000;56.000.000.000.000.000;50.000.000.000.000.000;50.000.000.000.000.000;0.653491590000000;150.846.843.699.999.000;1.472.760.320.000.000;0.451203380000000;0.895574810000000;2/5/16 16:06
220;2/5/16 18:03;937.391.000.000.000.000.000;0.948357310000000;-1.515.956.640.000.000;-80.911.079.409.999.900;5.000.000.000.000.000;3.647.022.050.000.000;28.000.000.000.000.000;28.000.000.000.000.000;28.000.000.000.000.000;28.000.000.000.000.000;1.124.033.850.000.000;245.538.562.799.999.000;3.788.628.340.000.000;0.138942030000000;2.636.929.270.000.000;2/5/16 18:03
221;3/5/16 03:44;630.292.000.000.000.000.000;0.311630080000000;0.413299050000000;-79.920.402.530.000.000;13.284.849.169.999.900;4.773.587.060.000.000;99.000.000.000.000.000;50.000.000.000.000.000;91.000.000.000.000.000;44.000.000.000.000.000;0.645728750000000;168.106.264.100.000.000;2.935.942.650.000.000;0.447202240000000;1.527.071.240.000.000;3/5/16 03:44
222;3/5/16 17:26;538.808.000.000.000.000.000;0.569322170000000;-1.574.940.210.000.000;-80.975.349.429.999.800;5.000.000.000.000.000;3.697.676.950.000.000;33.000.000.000.000.000;22.000.000.000.000.000;30.000.000.000.000.000;19.000.000.000.000.000;0.753131180000000;229.677.085.900.000.000;3.787.446.020.000.000;0.202384370000000;2.204.274.650.000.000;3/5/16 17:26
223;3/5/16 21:04;146.448.000.000.000.000.000;0.780508220000000;-1.424.650.190.000.000;-81.277.763.370.000.000;10.000.000.000.000.000;3.830.332.450.000.000;28.000.000.000.000.000;23.000.000.000.000.000;26.000.000.000.000.000;21.000.000.000.000.000;1.122.834.680.000.000;249.283.805.800.000.000;4.029.704.090.000.000;0.516502020000000;2.886.860.370.000.000;3/5/16 21:04
224;4/5/16 13:36;39.405.000.000.000.000.000;0.517487280000000;-2.066.591.980.000.000;-77.359.741.209.999.800;10.000.000.000.000.000;3.561.450.170.000.000;40.000.000.000.000.000;36.000.000.000.000.000;35.000.000.000.000.000;31.000.000.000.000.000;0.619218400000000;225.609.127.900.000.000;2.221.981.050.000.000;0.875580010000000;1.623.278.740.000.000;4/5/16 13:36
225;4/5/16 16:38;611.253.000.000.000.000.000;0.430320170000000;-1.548.190.950.000.000;-80.963.333.129.999.800;5.000.000.000.000.000;4.712.578.270.000.000;62.000.000.000.000.000;57.000.000.000.000.000;58.000.000.000.000.000;54.000.000.000.000.000;1.008.045.480.000.000;229.109.272.000.000.000;4.160.339.830.000.000;0.188192810000000;2.633.861.070.000.000;4/5/16 16:38
226;4/5/16 22:28;638.226.000.000.000.000.000;0.661852960000000;-1.265.528.320.000.000;-81.147.613.530.000.000;5.000.000.000.000.000;4.922.777.840.000.000;70.000.000.000.000.000;56.000.000.000.000.000;68.000.000.000.000.000;54.000.000.000.000.000;0.848513780000000;244.914.588.900.000.000;3.927.788.970.000.000;0.464437810000000;2.764.400.720.000.000;4/5/16 22:28
227;5/5/16 00:39;71.712.000.000.000.000.000;0.665695400000000;-0.253804590000000;-80.513.885.500.000.000;7.729.276.660.000.000;3.927.432.910.000.000;47.000.000.000.000.000;47.000.000.000.000.000;44.000.000.000.000.000;44.000.000.000.000.000;1.065.659.810.000.000;209.099.845.899.999.000;3.065.601.830.000.000;0.156935960000000;2.156.321.760.000.000;5/5/16 00:39
228;5/5/16 15:08;574.647.000.000.000.000.000;0.866757810000000;-1.261.007.910.000.000;-81.322.738.650.000.000;10.000.000.000.000.000;4.134.970.830.000.000;50.000.000.000.000.000;42.000.000.000.000.000;47.000.000.000.000.000;40.000.000.000.000.000;0.842121870000000;257.077.056.900.000.000;4.188.042.640.000.000;0.668535530000000;2.894.001.010.000.000;5/5/16 15:08
229;5/5/16 18:20;966.645.000.000.000.000.000;1.176.536.650.000.000;-1.565.686.110.000.000;-81.259.078.979.999.800;10.000.000.000.000.000;3.813.894.960.000.000;33.000.000.000.000.000;26.000.000.000.000.000;31.000.000.000.000.000;24.000.000.000.000.000;0.899618490000000;248.093.383.800.000.000;4.095.228.190.000.000;1.435.701.610.000.000;2.999.286.180.000.000;5/5/16 18:20
230;5/5/16 19:23;947.172.000.000.000.000.000;0.605987110000000;-0.090520630000000;-80.328.887.940.000.000;12.685.443.879.999.900;3.522.905.380.000.000;40.000.000.000.000.000;37.000.000.000.000.000;37.000.000.000.000.000;34.000.000.000.000.000;0.906958110000000;206.959.007.300.000.000;2.568.792.110.000.000;0.213333800000000;1.787.481.790.000.000;5/5/16 19:23
231;5/5/16 19:25;777.666.000.000.000.000.000;0.611036480000000;-0.092236310000000;-80.259.704.589.999.800;7.891.428.470.000.000;3.645.130.980.000.000;40.000.000.000.000.000;37.000.000.000.000.000;38.000.000.000.000.000;35.000.000.000.000.000;0.497594380000000;189.848.964.700.000.000;2.793.766.500.000.000;0.181777920000000;1.930.032.610.000.000;5/5/16 19:25
232;6/5/16 00:48;64.216.000.000.000.000.000;1.492.226.490.000.000;-2.657.441.850.000.000;-77.092.681.880.000.000;21.770.048.140.000.000;3.584.075.440.000.000;37.000.000.000.000.000;33.000.000.000.000.000;34.000.000.000.000.000;30.000.000.000.000.000;0.553130600000000;249.658.950.800.000.000;2.998.715.880.000.000;1.412.416.700.000.000;2.055.992.360.000.000;6/5/16 00:48
233;6/5/16 02:05;505.278.000.000.000.000.000;0.662939510000000;0.621000110000000;-80.162.551.879.999.800;7.909.708.980.000.000;4.304.776.030.000.000;69.000.000.000.000.000;63.000.000.000.000.000;64.000.000.000.000.000;58.000.000.000.000.000;0.840479710000000;214.880.916.600.000.000;2.493.313.550.000.000;0.395896230000000;2.099.002.360.000.000;6/5/16 02:05
234;6/5/16 04:40;17.811.000.000.000.000.000;1.922.788.760.000.000;-0.184893270000000;-80.812.080.379.999.800;2.896.517.990.000.000;3.657.997.070.000.000;36.000.000.000.000.000;36.000.000.000.000.000;34.000.000.000.000.000;34.000.000.000.000.000;0.835597220000000;287.706.035.600.000.000;3.009.895.090.000.000;0.432524170000000;2.377.685.310.000.000;6/5/16 04:40
235;6/5/16 05:21;799.310.000.000.000.000.000;0.479352510000000;-2.809.417.960.000.000;-78.065.696.720.000.000;5.000.000.000.000.000;4.080.309.010.000.000;46.000.000.000.000.000;41.000.000.000.000.000;44.000.000.000.000.000;39.000.000.000.000.000;0.820302340000000;204.753.770.400.000.000;2.346.422.200.000.000;0.546956120000000;1.830.580.120.000.000;6/5/16 05:21
236;6/5/16 06:47;425.495.000.000.000.000.000;1.075.071.520.000.000;-1.504.552.130.000.000;-80.953.186.040.000.000;6.197.438.240.000.000;3.789.229.960.000.000;16.000.000.000.000.000;16.000.000.000.000.000;15.000.000.000.000.000;15.000.000.000.000.000;0.877608670000000;228.830.396.699.999.000;2.657.005.070.000.000;0.182483080000000;2.155.050.520.000.000;6/5/16 06:47
237;6/5/16 20:41;104.504.000.000.000.000.000;0.821883120000000;-0.032400700000000;-80.212.707.519.999.800;7.262.512.680.000.000;3.727.516.090.000.000;28.000.000.000.000.000;27.000.000.000.000.000;25.000.000.000.000.000;24.000.000.000.000.000;0.537555650000000;204.778.722.800.000.000;2.423.184.870.000.000;0.233891030000000;1.850.476.620.000.000;6/5/16 20:41
238;7/5/16 04:37;641.346.000.000.000.000.000;0.519243380000000;-2.720.144.510.000.000;-80.168.807.979.999.800;6.073.553.090.000.000;3.856.712.260.000.000;55.000.000.000.000.000;41.000.000.000.000.000;52.000.000.000.000.000;39.000.000.000.000.000;0.848181770000000;159.604.492.200.000.000;3.505.646.940.000.000;0.622896970000000;2.528.328.420.000.000;7/5/16 04:37
239;7/5/16 21:46;647.280.000.000.000.000.000;0.653091280000000;-1.126.465.440.000.000;-81.339.233.399.999.800;0.000000000000000;4.393.873.220.000.000;54.000.000.000.000.000;46.000.000.000.000.000;52.000.000.000.000.000;44.000.000.000.000.000;0.960344720000000;258.926.563.300.000.000;4.311.205.860.000.000;0.700602410000000;2.909.893.750.000.000;7/5/16 21:46
240;8/5/16 00:08;189.336.000.000.000.000.000;1.200.310.030.000.000;-0.213550330000000;-80.542.945.860.000.000;8.463.187.220.000.000;3.544.175.950.000.000;65.000.000.000.000.000;63.000.000.000.000.000;61.000.000.000.000.000;60.000.000.000.000.000;0.922820690000000;253.522.003.200.000.000;3.564.275.980.000.000;0.338757370000000;2.192.925.930.000.000;8/5/16 00:08
241;8/5/16 22:58;904.181.000.000.000.000.000;0.171246340000000;-0.297199340000000;-79.701.362.610.000.000;26.322.036.740.000.000;3.758.257.880.000.000;91.000.000.000.000.000;82.000.000.000.000.000;84.000.000.000.000.000;75.000.000.000.000.000;0.977184660000000;102.036.560.100.000.000;2.405.618.430.000.000;0.153459500000000;1.342.614.410.000.000;8/5/16 22:58
242;9/5/16 12:49;847.817.000.000.000.000.000;0.382726680000000;-0.388305340000000;-80.323.463.439.999.800;13.126.331.329.999.900;4.195.208.140.000.000;81.000.000.000.000.000;80.000.000.000.000.000;75.000.000.000.000.000;74.000.000.000.000.000;1.014.554.180.000.000;124.611.908.000.000.000;3.297.131.060.000.000;0.105252770000000;1.928.335.190.000.000;9/5/16 12:49
243;10/5/16 00:12;968.492.000.000.000.000.000;0.471962130000000;-2.539.569.140.000.000;-80.114.143.369.999.800;17.515.842.440.000.000;3.694.142.700.000.000;39.000.000.000.000.000;39.000.000.000.000.000;39.000.000.000.000.000;39.000.000.000.000.000;1.011.401.030.000.000;138.829.055.799.999.000;2.804.317.950.000.000;0.429795500000000;2.281.695.600.000.000;10/5/16 00:12
244;11/5/16 23:04;684.163.000.000.000.000.000;0.380074710000000;-0.017699330000000;-80.274.536.130.000.000;11.933.270.450.000.000;4.268.515.340.000.000;61.000.000.000.000.000;61.000.000.000.000.000;54.000.000.000.000.000;54.000.000.000.000.000;0.861108730000000;187.350.235.000.000.000;2.566.900.730.000.000;0.257081180000000;1.940.025.210.000.000;11/5/16 23:04
245;12/5/16 14:18;293.427.000.000.000.000.000;0.626606970000000;-0.646408260000000;-81.153.442.380.000.000;5.000.000.000.000.000;4.068.524.510.000.000;47.000.000.000.000.000;40.000.000.000.000.000;42.000.000.000.000.000;36.000.000.000.000.000;0.909558670000000;270.500.839.199.999.000;3.091.652.390.000.000;0.510873740000000;2.601.190.570.000.000;12/5/16 14:18
246;14/5/16 13:59;380.673.000.000.000.000.000;0.265926720000000;-0.948096160000000;-79.720.832.819.999.800;10.000.000.000.000.000;3.821.449.950.000.000;31.000.000.000.000.000;31.000.000.000.000.000;30.000.000.000.000.000;30.000.000.000.000.000;0.959897360000000;67.612.945.560.000.000;1.530.225.040.000.000;0.599230590000000;1.262.724.880.000.000;14/5/16 13:59
247;15/5/16 06:53;758.250.000.000.000.000.000;0.645749050000000;-0.607435170000000;-80.689.918.520.000.000;2.479.351.520.000.000;3.754.375.880.000.000;63.000.000.000.000.000;55.000.000.000.000.000;61.000.000.000.000.000;53.000.000.000.000.000;0.653769460000000;222.290.630.300.000.000;3.409.147.020.000.000;0.334215340000000;2.230.397.700.000.000;15/5/16 06:53
248;16/5/16 04:50;371.121.000.000.000.000.000;0.336504570000000;0.697280230000000;-79.734.252.929.999.800;8.786.198.620.000.000;3.556.211.860.000.000;51.000.000.000.000.000;51.000.000.000.000.000;48.000.000.000.000.000;48.000.000.000.000.000;0.830667150000000;149.540.727.900.000.000;2.519.951.580.000.000;0.190772970000000;1.763.845.800.000.000;16/5/16 04:50
249;17/5/16 22:51;356.752.000.000.000.000.000;0.749204930000000;-0.062764230000000;-80.533.950.809.999.800;10.000.000.000.000.000;3.957.491.730.000.000;59.000.000.000.000.000;52.000.000.000.000.000;54.000.000.000.000.000;50.000.000.000.000.000;0.764611120000000;238.947.685.200.000.000;3.047.566.650.000.000;1.120.276.330.000.000;2.243.932.250.000.000;17/5/16 22:51
250;18/5/16 00:03;295.926.000.000.000.000.000;0.633076390000000;-0.294083630000000;-80.491.752.620.000.000;5.738.338.470.000.000;3.539.576.900.000.000;45.000.000.000.000.000;34.000.000.000.000.000;40.000.000.000.000.000;30.000.000.000.000.000;0.842337620000000;226.430.725.099.998.000;2.764.805.560.000.000;0.284443470000000;2.026.549.820.000.000;18/5/16 00:03
251;18/5/16 07:57;673.954.000.000.000.000.000;0.420383960000000;0.433877110000000;-80.009.613.040.000.000;17.187.866.209.999.900;6.738.195.050.000.000;106.000.000.000.000.000;30.000.000.000.000.000;104.000.000.000.000.000;28.000.000.000.000.000;0.625846810000000;181.855.197.900.000.000;1.894.070.860.000.000;0.514724490000000;1.570.932.870.000.000;18/5/16 07:57
252;18/5/16 08:06;746.107.000.000.000.000.000;0.524746700000000;0.444826190000000;-79.882.339.479.999.800;7.352.724.080.000.000;5.383.914.320.000.000;74.000.000.000.000.000;72.000.000.000.000.000;73.000.000.000.000.000;71.000.000.000.000.000;0.893171550000000;203.887.584.699.999.000;2.408.980.610.000.000;0.398224060000000;1.831.241.010.000.000;18/5/16 08:06
253;18/5/16 08:19;428.258.000.000.000.000.000;0.493968240000000;0.489231050000000;-79.980.758.670.000.000;4.948.595.050.000.000;4.477.843.820.000.000;51.000.000.000.000.000;47.000.000.000.000.000;48.000.000.000.000.000;45.000.000.000.000.000;1.241.227.990.000.000;182.828.624.700.000.000;3.909.151.320.000.000;0.466147720000000;1.941.670.890.000.000;18/5/16 08:19
254;18/5/16 08:51;790.859.000.000.000.000.000;0.523272620000000;0.457451020000000;-79.799.888.609.999.800;8.789.753.910.000.000;3.767.757.010.000.000;24.000.000.000.000.000;24.000.000.000.000.000;22.000.000.000.000.000;22.000.000.000.000.000;1.515.671.290.000.000;186.009.208.699.998.000;2.171.314.720.000.000;0.479961720000000;1.700.723.890.000.000;18/5/16 08:51
255;18/5/16 09:21;251.030.000.000.000.000.000;0.513964960000000;0.463010700000000;-79.925.895.690.000.000;0.966293510000000;3.816.125.780.000.000;34.000.000.000.000.000;32.000.000.000.000.000;33.000.000.000.000.000;31.000.000.000.000.000;1.782.716.530.000.000;172.469.495.800.000.000;2.449.426.410.000.000;0.472469960000000;1.829.266.550.000.000;18/5/16 09:21
256;18/5/16 16:46;216.915.000.000.000.000.000;0.406526470000000;0.473012510000000;-79.815.452.579.999.800;20.762.855.530.000.000;6.941.005.730.000.000;76.000.000.000.000.000;29.000.000.000.000.000;70.000.000.000.000.000;25.000.000.000.000.000;0.921080200000000;160.162.129.400.000.000;2.222.388.510.000.000;0.327035100000000;1.488.911.750.000.000;18/5/16 16:46
257;18/5/16 16:52;93.365.000.000.000.000.000;0.708225740000000;0.443366440000000;-79.831.657.410.000.000;13.339.309.690.000.000;5.177.988.210.000.000;21.000.000.000.000.000;21.000.000.000.000.000;19.000.000.000.000.000;19.000.000.000.000.000;0.662006760000000;207.274.005.899.999.000;2.188.831.810.000.000;0.357461090000000;1.477.127.310.000.000;18/5/16 16:52
258;18/5/16 17:21;494.714.000.000.000.000.000;0.595148420000000;0.330961670000000;-79.852.279.659.999.800;9.548.019.410.000.000;3.897.646.890.000.000;35.000.000.000.000.000;35.000.000.000.000.000;34.000.000.000.000.000;34.000.000.000.000.000;1.044.698.190.000.000;184.003.772.700.000.000;1.990.079.520.000.000;0.375108750000000;1.582.078.340.000.000;18/5/16 17:21
259;18/5/16 17:35;516.614.000.000.000.000.000;0.432092840000000;0.466975420000000;-79.783.424.380.000.000;2.749.555.590.000.000;4.177.475.480.000.000;50.000.000.000.000.000;50.000.000.000.000.000;47.000.000.000.000.000;47.000.000.000.000.000;0.854681180000000;180.390.056.600.000.000;2.303.224.320.000.000;0.305045040000000;1.623.927.350.000.000;18/5/16 17:35
260;18/5/16 18:18;962.414.000.000.000.000.000;0.689041010000000;0.641642450000000;-80.042.762.760.000.000;5.116.958.620.000.000;3.594.838.540.000.000;32.000.000.000.000.000;32.000.000.000.000.000;32.000.000.000.000.000;32.000.000.000.000.000;0.796637580000000;206.849.975.599.999.000;2.144.581.800.000.000;0.431252390000000;1.728.350.160.000.000;18/5/16 18:18
261;18/5/16 20:46;836.650.000.000.000.000.000;0.707553730000000;0.637897130000000;-80.086.013.789.999.800;2.205.989.840.000.000;4.051.594.040.000.000;42.000.000.000.000.000;42.000.000.000.000.000;41.000.000.000.000.000;41.000.000.000.000.000;0.714905990000000;210.001.277.899.999.000;2.613.415.240.000.000;0.466426190000000;2.062.833.790.000.000;18/5/16 20:46
262;19/5/16 07:05;172.920.000.000.000.000.000;0.554779500000000;0.641332330000000;-80.158.615.110.000.000;5.411.177.630.000.000;4.797.156.960.000.000;78.000.000.000.000.000;76.000.000.000.000.000;73.000.000.000.000.000;71.000.000.000.000.000;1.039.916.640.000.000;204.349.952.699.998.000;2.875.652.790.000.000;0.522786500000000;2.108.332.870.000.000;19/5/16 07:05
263;19/5/16 09:43;94.105.000.000.000.000.000;0.539596510000000;0.605961500000000;-80.107.711.789.999.800;7.472.309.110.000.000;3.629.428.280.000.000;60.000.000.000.000.000;57.000.000.000.000.000;56.000.000.000.000.000;53.000.000.000.000.000;0.927853180000000;200.825.191.499.998.000;2.819.484.000.000.000;0.503406110000000;2.049.664.740.000.000;19/5/16 09:43
264;19/5/16 13:54;145.961.000.000.000.000.000;0.544949440000000;0.289565470000000;-80.001.983.640.000.000;7.248.035.910.000.000;3.736.389.360.000.000;40.000.000.000.000.000;40.000.000.000.000.000;40.000.000.000.000.000;40.000.000.000.000.000;0.880183090000000;170.978.912.400.000.000;2.362.839.460.000.000;0.425361280000000;1.825.828.670.000.000;19/5/16 13:54
265;20/5/16 13:11;291.522.000.000.000.000.000;0.421043490000000;-0.855120780000000;-80.619.445.799.999.800;2.333.583.120.000.000;3.682.180.890.000.000;32.000.000.000.000.000;31.000.000.000.000.000;31.000.000.000.000.000;30.000.000.000.000.000;0.995411750000000;153.970.495.199.998.000;3.168.566.940.000.000;0.224721880000000;2.139.258.390.000.000;20/5/16 13:11
266;20/5/16 17:12;969.069.000.000.000.000.000;0.561167940000000;0.482341290000000;-79.944.923.399.999.800;10.117.741.580.000.000;3.614.607.250.000.000;44.000.000.000.000.000;44.000.000.000.000.000;41.000.000.000.000.000;41.000.000.000.000.000;0.848903200000000;216.699.386.600.000.000;2.415.320.400.000.000;0.435738920000000;1.856.093.760.000.000;20/5/16 17:12
267;20/5/16 22:49;879.810.000.000.000.000.000;0.341017580000000;-2.861.712.690.000.000;-79.557.174.680.000.000;11.019.624.710.000.000;3.951.795.710.000.000;41.000.000.000.000.000;31.000.000.000.000.000;41.000.000.000.000.000;31.000.000.000.000.000;0.992680830000000;63.102.447.509.999.800;2.897.953.510.000.000;0.473279030000000;1.803.292.390.000.000;20/5/16 22:49
268;21/5/16 01:22;255.485.000.000.000.000.000;0.590514280000000;-2.546.721.930.000.000;-77.869.468.690.000.000;10.000.000.000.000.000;3.925.815.420.000.000;30.000.000.000.000.000;30.000.000.000.000.000;29.000.000.000.000.000;29.000.000.000.000.000;1.241.359.300.000.000;202.377.195.800.000.000;3.374.686.720.000.000;0.702668610000000;1.966.236.350.000.000;21/5/16 01:22
269;22/5/16 14:44;895.824.000.000.000.000.000;0.494418730000000;-2.036.488.060.000.000;-80.682.228.089.999.800;9.426.224.710.000.000;3.656.467.440.000.000;22.000.000.000.000.000;22.000.000.000.000.000;22.000.000.000.000.000;22.000.000.000.000.000;1.381.469.620.000.000;175.285.003.700.000.000;3.892.693.280.000.000;0.497029070000000;2.269.658.570.000.000;22/5/16 14:44
270;23/5/16 02:28;29.153.000.000.000.000.000;0.589068810000000;0.296879140000000;-80.321.640.009.999.800;9.521.323.199.999.990;3.677.348.190.000.000;43.000.000.000.000.000;43.000.000.000.000.000;40.000.000.000.000.000;40.000.000.000.000.000;0.910150480000000;197.407.291.399.999.000;2.716.854.330.000.000;0.572224440000000;2.039.795.160.000.000;23/5/16 02:28
271;23/5/16 05:52;958.154.000.000.000.000.000;0.525304200000000;-0.917602660000000;-80.738.395.690.000.000;3.480.151.180.000.000;3.542.965.430.000.000;27.000.000.000.000.000;23.000.000.000.000.000;26.000.000.000.000.000;22.000.000.000.000.000;0.988231930000000;166.022.037.500.000.000;3.207.160.710.000.000;0.134919150000000;2.260.579.590.000.000;23/5/16 05:52
272;24/5/16 21:03;486.837.000.000.000.000.000;0.367382890000000;0.464074430000000;-79.855.049.129.999.800;21.087.863.920.000.000;4.873.263.920.000.000;90.000.000.000.000.000;22.000.000.000.000.000;88.000.000.000.000.000;20.000.000.000.000.000;0.422293560000000;161.426.340.100.000.000;1.649.565.700.000.000;0.364935130000000;1.093.849.420.000.000;24/5/16 21:03
273;25/5/16 20:20;664.647.000.000.000.000.000;;-0.618896480000000;-81.112.060.549.999.800;3.536.946.620.000.000;4.514.541.260.000.000;68.000.000.000.000.000;66.000.000.000.000.000;;66.000.000.000.000.000;0.787552610000000;227.508.085.499.999.000;3.581.836.810.000.000;0.579744900000000;2.664.659.840.000.000;25/5/16 20:20
274;25/5/16 21:21;292.200.000.000.000.000.000;0.659443920000000;0.356992720000000;-80.880.294.800.000.000;10.000.000.000.000.000;3.619.919.970.000.000;45.000.000.000.000.000;18.000.000.000.000.000;42.000.000.000.000.000;17.000.000.000.000.000;0.876437140000000;251.954.734.800.000.000;3.043.138.980.000.000;0.865642670000000;2.861.805.200.000.000;25/5/16 21:21
275;26/5/16 00:42;383.831.000.000.000.000.000;0.736200420000000;0.351318570000000;-80.780.403.140.000.000;10.000.000.000.000.000;4.318.095.110.000.000;62.000.000.000.000.000;42.000.000.000.000.000;60.000.000.000.000.000;40.000.000.000.000.000;1.147.327.980.000.000;247.957.900.999.999.000;2.969.198.700.000.000;0.812898040000000;2.555.638.310.000.000;26/5/16 00:42
276;27/5/16 03:31;554.466.000.000.000.000.000;0.361003730000000;-0.347829160000000;-79.664.108.279.999.800;16.564.756.389.999.900;3.596.703.450.000.000;50.000.000.000.000.000;45.000.000.000.000.000;50.000.000.000.000.000;45.000.000.000.000.000;0.814755950000000;134.123.626.699.998.000;4.515.780.450.000.000;0.178824740000000;1.455.089.090.000.000;27/5/16 03:31
277;27/5/16 04:09;273.045.000.000.000.000.000;0.384534200000000;-2.100.181.100.000.000;-80.236.442.569.999.800;8.867.918.970.000.000;3.795.012.340.000.000;66.000.000.000.000.000;56.000.000.000.000.000;60.000.000.000.000.000;53.000.000.000.000.000;0.993883950000000;141.547.393.800.000.000;3.206.415.650.000.000;0.711643930000000;2.241.154.190.000.000;27/5/16 04:09
278;31/5/16 15:48;122.460.000.000.000.000.000;0.978926920000000;0.391759280000000;-80.395.484.920.000.000;3.998.986.960.000.000;4.207.712.690.000.000;62.000.000.000.000.000;59.000.000.000.000.000;60.000.000.000.000.000;57.000.000.000.000.000;0.805769370000000;228.745.914.500.000.000;2.866.349.220.000.000;0.681332650000000;2.240.320.680.000.000;31/5/16 15:48
279;1/6/16 02:12;77.480.000.000.000.000.000;0.508888950000000;-0.155036700000000;-80.714.096.069.999.800;10.000.000.000.000.000;3.954.329.590.000.000;60.000.000.000.000.000;51.000.000.000.000.000;58.000.000.000.000.000;49.000.000.000.000.000;0.804702860000000;204.335.144.000.000.000;3.025.784.730.000.000;0.366479870000000;2.324.913.260.000.000;1/6/16 02:12
280;1/6/16 10:05;739.334.000.000.000.000.000;0.646057840000000;0.328844790000000;-80.577.278.140.000.000;13.480.903.630.000.000;5.235.327.370.000.000;96.000.000.000.000.000;40.000.000.000.000.000;89.000.000.000.000.000;36.000.000.000.000.000;0.600859460000000;213.452.693.900.000.000;2.649.878.500.000.000;0.698042510000000;2.047.054.770.000.000;1/6/16 10:05
281;1/6/16 15:00;462.697.000.000.000.000.000;0.709704830000000;0.275994180000000;-80.612.846.370.000.000;11.447.870.249.999.900;4.850.151.030.000.000;91.000.000.000.000.000;31.000.000.000.000.000;84.000.000.000.000.000;27.000.000.000.000.000;0.540613630000000;216.845.592.500.000.000;2.523.655.180.000.000;0.674751880000000;1.657.103.060.000.000;1/6/16 15:00
282;1/6/16 15:03;819.890.000.000.000.000.000;0.839012020000000;0.273406920000000;-80.564.926.150.000.000;10.000.000.000.000.000;4.263.779.350.000.000;18.000.000.000.000.000;15.000.000.000.000.000;16.000.000.000.000.000;14.000.000.000.000.000;0.627364370000000;249.752.754.200.000.000;2.698.480.840.000.000;0.645030560000000;2.166.067.840.000.000;1/6/16 15:03
283;2/6/16 00:18;902.915.000.000.000.000.000;0.493978030000000;-0.235289930000000;-80.745.544.429.999.800;10.000.000.000.000.000;3.981.961.950.000.000;64.000.000.000.000.000;56.000.000.000.000.000;59.000.000.000.000.000;53.000.000.000.000.000;0.809628550000000;228.940.490.700.000.000;3.000.806.570.000.000;0.350634720000000;2.343.599.320.000.000;2/6/16 00:18
284;3/6/16 13:45;879.911.000.000.000.000.000;0.488503870000000;-2.497.700.690.000.000;-77.763.710.020.000.000;10.000.000.000.000.000;4.502.224.180.000.000;59.000.000.000.000.000;47.000.000.000.000.000;57.000.000.000.000.000;45.000.000.000.000.000;1.261.962.740.000.000;210.747.634.900.000.000;3.528.349.640.000.000;0.977259810000000;2.028.190.850.000.000;3/6/16 13:45
