OBJECTID;date_;time_value_ms;time_uncertainty;latitude_value;longitude_value;depth_value;magnitude_value_M;quality_associatedPhaseCount;quality_usedPhaseCount;quality_associatedStationCount;quality_usedStationCount;quality_standardError;quality_azimuthalGap;quality_maximumDistance;quality_minimumDistance;quality_medianDistance;Tiempo
285;5/6/16 07:32;120.642.000.000.000.000.000;0.676186720000000;0.305038810000000;-80.089.996.339.999.900;5.336.596.970.000.000;3.519.691.640.000.000;50.000.000.000.000.000;50.000.000.000.000.000;50.000.000.000.000.000;50.000.000.000.000.000;0.761240370000000;222.123.146.100.000.000;2.443.721.290.000.000;0.489930810000000;1.961.247.560.000.000;5/6/16 07:32
286;6/6/16 16:45;538.109.000.000.000.000.000;0.592008800000000;0.633015870000000;-80.207.702.639.999.800;10.000.000.000.000.000;4.410.724.650.000.000;66.000.000.000.000.000;65.000.000.000.000.000;66.000.000.000.000.000;65.000.000.000.000.000;1.483.351.710.000.000;206.227.268.200.000.000;2.683.854.820.000.000;0.568513990000000;2.151.233.200.000.000;6/6/16 16:45
287;7/6/16 11:49;828.739.000.000.000.000.000;0.574201520000000;-1.048.911.450.000.000;-79.354.667.660.000.000;89.925.865.169.999.800;3.618.762.060.000.000;60.000.000.000.000.000;49.000.000.000.000.000;58.000.000.000.000.000;48.000.000.000.000.000;0.770126970000000;91.849.121.089.999.800;2.333.446.740.000.000;0.656328320000000;1.057.656.530.000.000;7/6/16 11:49
288;14/6/16 23:46;540.218.000.000.000.000.000;0.380738340000000;0.579332650000000;-79.768.966.669.999.800;18.089.092.250.000.000;3.502.378.270.000.000;28.000.000.000.000.000;28.000.000.000.000.000;27.000.000.000.000.000;27.000.000.000.000.000;0.841165510000000;152.662.928.599.998.000;1.864.088.660.000.000;0.236374650000000;1.396.680.000.000.000;14/6/16 23:46
289;18/6/16 17:42;885.641.000.000.000.000.000;0.545681110000000;0.560379620000000;-80.000.083.919.999.800;4.099.289.890.000.000;3.545.285.060.000.000;37.000.000.000.000.000;35.000.000.000.000.000;35.000.000.000.000.000;33.000.000.000.000.000;0.740300830000000;192.044.551.799.999.000;2.423.259.500.000.000;0.462754550000000;1.748.576.050.000.000;18/6/16 17:42
290;20/6/16 03:56;560.990.000.000.000.000.000;0.341906020000000;-3.309.452.530.000.000;-80.046.440.120.000.000;26.389.320.370.000.000;3.791.633.050.000.000;59.000.000.000.000.000;49.000.000.000.000.000;56.000.000.000.000.000;46.000.000.000.000.000;0.738928810000000;148.246.337.899.998.000;3.867.492.440.000.000;0.137708230000000;2.894.788.980.000.000;20/6/16 03:56
291;20/6/16 11:59;773.576.000.000.000.000.000;0.176396870000000;-0.950191800000000;-80.542.037.960.000.000;4.000.000.000.000.000;4.549.258.390.000.000;70.000.000.000.000.000;55.000.000.000.000.000;66.000.000.000.000.000;51.000.000.000.000.000;0.850722170000000;98.695.697.780.000.000;2.623.600.250.000.000;0.192715990000000;2.085.238.930.000.000;20/6/16 11:59
292;20/6/16 23:24;148.173.000.000.000.000.000;0.208491210000000;-0.997260270000000;-80.568.450.929.999.800;4.098.420.140.000.000;4.430.412.020.000.000;80.000.000.000.000.000;55.000.000.000.000.000;72.000.000.000.000.000;51.000.000.000.000.000;0.691825900000000;122.096.263.900.000.000;3.205.051.420.000.000;0.169160530000000;2.155.496.360.000.000;20/6/16 23:24
293;21/6/16 14:50;844.568.000.000.000.000.000;0.719467220000000;-3.920.146.940.000.000;-79.696.334.840.000.000;4.960.390.570.000.000;3.970.154.200.000.000;30.000.000.000.000.000;5.000.000.000.000.000;27.000.000.000.000.000;5.000.000.000.000.000;0.134424450000000;165.405.426.000.000.000;2.691.336.630.000.000;0.523069440000000;1.421.609.160.000.000;21/6/16 14:50
294;22/6/16 15:40;436.702.000.000.000.000.000;0.549723540000000;0.330201720000000;-80.770.584.110.000.000;10.000.000.000.000.000;4.180.543.030.000.000;40.000.000.000.000.000;37.000.000.000.000.000;35.000.000.000.000.000;32.000.000.000.000.000;1.000.359.980.000.000;244.124.549.900.000.000;3.008.075.000.000.000;0.789739250000000;2.471.699.720.000.000;22/6/16 15:40
295;24/6/16 09:38;446.492.000.000.000.000.000;0.467879110000000;0.990169050000000;-79.681.671.140.000.000;10.000.000.000.000.000;4.131.313.940.000.000;64.000.000.000.000.000;58.000.000.000.000.000;58.000.000.000.000.000;52.000.000.000.000.000;1.086.812.990.000.000;196.518.367.799.999.000;2.775.329.830.000.000;0.353697480000000;2.064.702.510.000.000;24/6/16 09:38
296;24/6/16 15:44;540.591.000.000.000.000.000;0.362146220000000;0.929032800000000;-79.551.948.550.000.000;1.373.843.790.000.000;3.853.109.140.000.000;43.000.000.000.000.000;43.000.000.000.000.000;42.000.000.000.000.000;42.000.000.000.000.000;0.679218680000000;173.792.282.099.999.000;2.500.682.120.000.000;0.172621700000000;1.602.543.590.000.000;24/6/16 15:44
297;24/6/16 19:44;359.967.000.000.000.000.000;0.338471140000000;-0.503808680000000;-80.396.141.049.999.800;10.222.254.749.999.900;3.698.962.560.000.000;32.000.000.000.000.000;32.000.000.000.000.000;30.000.000.000.000.000;30.000.000.000.000.000;0.831731240000000;122.430.236.800.000.000;2.173.489.570.000.000;0.120987390000000;1.821.419.120.000.000;24/6/16 19:44
298;25/6/16 04:55;740.446.000.000.000.000.000;0.277719830000000;0.908052860000000;-79.579.566.959.999.800;8.338.736.530.000.000;3.538.033.930.000.000;62.000.000.000.000.000;28.000.000.000.000.000;60.000.000.000.000.000;26.000.000.000.000.000;0.478555900000000;122.193.366.999.999.000;1.719.306.230.000.000;0.147305610000000;1.433.833.360.000.000;25/6/16 04:55
299;25/6/16 20:15;484.300.000.000.000.000.000;0.275714180000000;0.929465350000000;-79.563.621.519.999.800;3.255.119.800.000.000;3.783.380.850.000.000;54.000.000.000.000.000;51.000.000.000.000.000;51.000.000.000.000.000;48.000.000.000.000.000;0.806118300000000;130.813.995.400.000.000;2.083.284.620.000.000;0.160942450000000;1.594.396.590.000.000;25/6/16 20:15
300;25/6/16 21:02;570.459.000.000.000.000.000;0.321670280000000;0.956884150000000;-79.559.616.090.000.000;1.682.855.010.000.000;3.786.032.150.000.000;59.000.000.000.000.000;48.000.000.000.000.000;54.000.000.000.000.000;44.000.000.000.000.000;0.618559280000000;184.147.674.599.998.000;2.103.610.750.000.000;0.166337030000000;1.598.224.520.000.000;25/6/16 21:02
301;27/6/16 04:15;961.489.000.000.000.000.000;0.656790130000000;-3.331.134.080.000.000;-80.029.129.030.000.000;26.682.449.340.000.000;4.813.829.430.000.000;51.000.000.000.000.000;51.000.000.000.000.000;51.000.000.000.000.000;51.000.000.000.000.000;1.009.942.000.000.000;183.140.182.500.000.000;3.977.190.260.000.000;0.126363810000000;2.950.855.020.000.000;27/6/16 04:15
302;28/6/16 21:25;399.302.000.000.000.000.000;1.300.784.820.000.000;-3.069.613.700.000.000;-77.999.511.720.000.000;1.552.368.280.000.000;3.916.749.950.000.000;37.000.000.000.000.000;25.000.000.000.000.000;32.000.000.000.000.000;21.000.000.000.000.000;0.702627170000000;216.163.589.500.000.000;2.607.955.690.000.000;0.501461980000000;1.698.430.780.000.000;28/6/16 21:25
303;5/7/16 11:25;602.146.000.000.000.000.000;0.300205260000000;0.910602090000000;-79.547.035.219.999.800;8.608.623.509.999.990;3.982.149.360.000.000;51.000.000.000.000.000;25.000.000.000.000.000;49.000.000.000.000.000;23.000.000.000.000.000;0.616008400000000;123.824.028.000.000.000;2.643.439.290.000.000;0.179045220000000;1.336.593.150.000.000;5/7/16 11:25
304;6/7/16 06:19;722.992.000.000.000.000.000;0.683347800000000;0.958251480000000;-79.556.648.249.999.800;4.385.971.070.000.000;4.837.020.870.000.000;90.000.000.000.000.000;37.000.000.000.000.000;82.000.000.000.000.000;30.000.000.000.000.000;0.681095460000000;190.184.986.100.000.000;1.882.591.490.000.000;1.046.414.610.000.000;1.461.112.500.000.000;6/7/16 06:19
305;6/7/16 06:37;464.471.000.000.000.000.000;0.677737560000000;0.949532330000000;-79.521.400.450.000.000;4.568.896.770.000.000;3.593.550.890.000.000;52.000.000.000.000.000;23.000.000.000.000.000;47.000.000.000.000.000;19.000.000.000.000.000;0.647820600000000;187.440.017.700.000.000;1.858.178.500.000.000;1.045.904.520.000.000;1.363.664.990.000.000;6/7/16 06:37
306;6/7/16 11:06;527.025.000.000.000.000.000;0.914900140000000;0.940589190000000;-79.544.792.180.000.000;4.297.306.060.000.000;3.629.587.720.000.000;51.000.000.000.000.000;26.000.000.000.000.000;48.000.000.000.000.000;24.000.000.000.000.000;0.697234300000000;209.493.839.299.999.000;1.928.966.880.000.000;1.031.833.170.000.000;1.576.406.480.000.000;6/7/16 11:06
307;7/7/16 03:44;270.863.000.000.000.000.000;0.491849750000000;0.958361270000000;-79.443.084.720.000.000;10.000.000.000.000.000;3.879.148.890.000.000;58.000.000.000.000.000;52.000.000.000.000.000;56.000.000.000.000.000;50.000.000.000.000.000;0.825598990000000;190.964.809.400.000.000;2.820.885.420.000.000;0.955921950000000;1.731.156.590.000.000;7/7/16 03:44
308;7/7/16 10:48;69.365.000.000.000.000.000;0.590772190000000;0.956815420000000;-79.455.581.670.000.000;10.000.000.000.000.000;4.281.814.610.000.000;66.000.000.000.000.000;48.000.000.000.000.000;63.000.000.000.000.000;46.000.000.000.000.000;0.767076900000000;202.255.527.500.000.000;2.047.530.890.000.000;1.070.642.950.000.000;1.706.211.690.000.000;7/7/16 10:48
309;8/7/16 03:11;705.453.000.000.000.000.000;0.454826250000000;0.952342150000000;-79.481.826.780.000.000;10.000.000.000.000.000;4.110.190.160.000.000;63.000.000.000.000.000;51.000.000.000.000.000;58.000.000.000.000.000;47.000.000.000.000.000;0.887194170000000;192.905.025.499.999.000;2.797.501.090.000.000;1.058.854.100.000.000;1.726.207.730.000.000;8/7/16 03:11
310;8/7/16 04:28;567.067.000.000.000.000.000;0.661811540000000;-0.386829080000000;-81.066.909.789.999.800;5.741.291.050.000.000;5.473.284.930.000.000;83.000.000.000.000.000;73.000.000.000.000.000;76.000.000.000.000.000;69.000.000.000.000.000;0.757992860000000;246.117.225.600.000.000;6.294.313.430.000.000;0.642906010000000;2.726.378.440.000.000;8/7/16 04:28
311;8/7/16 04:32;728.767.000.000.000.000.000;0.736018270000000;-0.361639890000000;-81.104.011.540.000.000;2.023.024.560.000.000;3.894.657.780.000.000;41.000.000.000.000.000;37.000.000.000.000.000;36.000.000.000.000.000;33.000.000.000.000.000;0.640724800000000;240.386.871.300.000.000;4.525.185.110.000.000;0.894992890000000;2.632.672.310.000.000;8/7/16 04:32
312;8/7/16 07:03;618.294.000.000.000.000.000;0.752921810000000;-0.368943660000000;-81.090.835.569.999.800;9.060.867.310.000.000;4.602.885.920.000.000;62.000.000.000.000.000;58.000.000.000.000.000;58.000.000.000.000.000;55.000.000.000.000.000;0.809444480000000;248.173.339.800.000.000;5.772.626.880.000.000;0.670576270000000;2.735.114.570.000.000;8/7/16 07:03
313;8/7/16 07:35;851.438.000.000.000.000.000;0.762652290000000;-0.369058070000000;-81.084.182.740.000.000;10.000.000.000.000.000;4.318.485.030.000.000;75.000.000.000.000.000;65.000.000.000.000.000;68.000.000.000.000.000;61.000.000.000.000.000;0.810055060000000;238.912.162.800.000.000;5.766.399.860.000.000;0.666969120000000;2.701.437.470.000.000;8/7/16 07:35
314;8/7/16 14:28;718.302.000.000.000.000.000;0.841508290000000;-1.499.355.200.000.000;-81.101.570.129.999.800;10.000.000.000.000.000;3.943.803.080.000.000;63.000.000.000.000.000;52.000.000.000.000.000;59.000.000.000.000.000;49.000.000.000.000.000;1.083.305.950.000.000;217.055.629.299.999.000;3.909.801.010.000.000;0.237288490000000;2.724.928.140.000.000;8/7/16 14:28
315;10/7/16 06:44;61.359.000.000.000.000.000;0.871240270000000;-0.182489260000000;-81.058.357.240.000.000;10.000.000.000.000.000;4.667.098.290.000.000;45.000.000.000.000.000;41.000.000.000.000.000;42.000.000.000.000.000;39.000.000.000.000.000;0.649405240000000;240.187.618.300.000.000;3.271.348.480.000.000;0.819957020000000;2.615.283.970.000.000;10/7/16 06:44
316;11/7/16 02:01;585.289.000.000.000.000.000;0.459031160000000;0.600838720000000;-79.884.155.269.999.800;8.672.526.360.000.000;5.902.953.930.000.000;60.000.000.000.000.000;60.000.000.000.000.000;60.000.000.000.000.000;60.000.000.000.000.000;0.936242220000000;172.978.956.200.000.000;2.536.619.660.000.000;0.342465490000000;1.916.202.070.000.000;11/7/16 02:01
317;11/7/16 02:11;586.541.000.000.000.000.000;0.379919470000000;0.590491240000000;-79.769.195.560.000.000;10.084.975.240.000.000;6.216.405.240.000.000;67.000.000.000.000.000;65.000.000.000.000.000;67.000.000.000.000.000;65.000.000.000.000.000;1.092.338.740.000.000;116.278.106.700.000.000;4.231.852.060.000.000;0.233024600000000;1.896.007.540.000.000;11/7/16 02:11
318;11/7/16 07:40;506.252.000.000.000.000.000;0.302785870000000;0.696253720000000;-79.702.056.880.000.000;6.104.283.330.000.000;4.342.519.650.000.000;69.000.000.000.000.000;63.000.000.000.000.000;63.000.000.000.000.000;59.000.000.000.000.000;0.886193570000000;148.857.696.500.000.000;2.862.783.190.000.000;0.159049270000000;1.812.312.960.000.000;11/7/16 07:40
319;12/7/16 18:32;508.787.000.000.000.000.000;0.297560090000000;0.955042300000000;-79.528.137.209.999.800;2.370.080.950.000.000;4.433.801.020.000.000;63.000.000.000.000.000;53.000.000.000.000.000;61.000.000.000.000.000;51.000.000.000.000.000;1.084.884.150.000.000;138.109.512.300.000.000;2.657.077.790.000.000;0.197381120000000;1.702.967.290.000.000;12/7/16 18:32
320;12/7/16 18:35;10.534.000.000.000.000.000;0.316874410000000;0.967790720000000;-79.547.142.030.000.000;5.000.000.000.000.000;3.961.865.030.000.000;65.000.000.000.000.000;52.000.000.000.000.000;61.000.000.000.000.000;48.000.000.000.000.000;1.572.508.650.000.000;166.002.914.400.000.000;2.676.241.640.000.000;0.180365920000000;1.807.735.090.000.000;12/7/16 18:35
321;12/7/16 18:54;112.366.000.000.000.000.000;0.380142460000000;0.967968050000000;-79.528.335.569.999.800;2.223.075.150.000.000;3.678.881.640.000.000;47.000.000.000.000.000;39.000.000.000.000.000;45.000.000.000.000.000;37.000.000.000.000.000;0.751039230000000;186.382.141.100.000.000;2.062.937.980.000.000;0.198912810000000;1.573.265.430.000.000;12/7/16 18:54
322;13/7/16 17:54;56.574.000.000.000.000.000;0.442978140000000;0.939413850000000;-79.546.234.130.000.000;5.000.000.000.000.000;3.842.303.150.000.000;40.000.000.000.000.000;39.000.000.000.000.000;36.000.000.000.000.000;35.000.000.000.000.000;0.990976570000000;209.968.955.999.999.000;2.667.313.810.000.000;0.276611150000000;1.464.415.310.000.000;13/7/16 17:54
323;14/7/16 08:40;148.194.000.000.000.000.000;1.436.196.610.000.000;-0.653173090000000;-80.952.590.939.999.800;10.000.000.000.000.000;4.191.729.750.000.000;51.000.000.000.000.000;38.000.000.000.000.000;50.000.000.000.000.000;37.000.000.000.000.000;0.877466230000000;267.233.463.299.999.000;4.555.840.970.000.000;1.311.980.370.000.000;2.604.082.580.000.000;14/7/16 08:40
324;14/7/16 08:43;809.847.000.000.000.000.000;1.307.457.960.000.000;-0.555877800000000;-81.270.240.779.999.800;10.000.000.000.000.000;3.592.488.090.000.000;50.000.000.000.000.000;39.000.000.000.000.000;48.000.000.000.000.000;38.000.000.000.000.000;0.900344520000000;242.516.841.900.000.000;4.777.056.690.000.000;0.728582080000000;2.944.610.120.000.000;14/7/16 08:43
325;14/7/16 16:37;561.074.000.000.000.000.000;0.391802390000000;1.230.548.020.000.000;-80.037.460.330.000.000;10.000.000.000.000.000;4.670.853.450.000.000;44.000.000.000.000.000;44.000.000.000.000.000;39.000.000.000.000.000;39.000.000.000.000.000;1.114.524.320.000.000;136.710.968.000.000.000;4.397.108.560.000.000;0.429297030000000;2.362.314.700.000.000;14/7/16 16:37
326;14/7/16 18:11;412.117.000.000.000.000.000;0.301711640000000;-0.966784360000000;-80.618.972.780.000.000;4.441.591.740.000.000;4.035.703.790.000.000;43.000.000.000.000.000;37.000.000.000.000.000;42.000.000.000.000.000;36.000.000.000.000.000;0.856725190000000;141.115.125.699.999.000;2.744.709.970.000.000;0.138894690000000;2.202.575.440.000.000;14/7/16 18:11
327;15/7/16 07:32;49.964.000.000.000.000.000;0.718629040000000;-0.636167290000000;-81.189.102.169.999.800;10.000.000.000.000.000;4.461.964.100.000.000;49.000.000.000.000.000;49.000.000.000.000.000;45.000.000.000.000.000;45.000.000.000.000.000;0.988239860000000;254.530.677.800.000.000;4.669.723.510.000.000;0.619486450000000;2.774.867.300.000.000;15/7/16 07:32
328;15/7/16 11:17;344.336.000.000.000.000.000;1.011.994.550.000.000;0.344118570000000;-80.247.734.070.000.000;10.128.435.130.000.000;4.538.322.580.000.000;50.000.000.000.000.000;50.000.000.000.000.000;47.000.000.000.000.000;47.000.000.000.000.000;0.935287860000000;248.490.421.300.000.000;3.888.891.220.000.000;0.768210950000000;2.179.600.000.000.000;15/7/16 11:17
329;15/7/16 20:50;537.474.000.000.000.000.000;0.394565830000000;0.616313820000000;-79.878.723.140.000.000;9.395.360.950.000.000;3.610.777.330.000.000;62.000.000.000.000.000;51.000.000.000.000.000;59.000.000.000.000.000;48.000.000.000.000.000;0.794927990000000;177.090.946.199.999.000;2.414.058.920.000.000;0.334737660000000;1.819.720.390.000.000;15/7/16 20:50
330;17/7/16 11:57;648.927.000.000.000.000.000;0.572619490000000;-3.070.296.530.000.000;-80.128.349.299.999.800;10.000.000.000.000.000;4.186.094.390.000.000;38.000.000.000.000.000;38.000.000.000.000.000;36.000.000.000.000.000;36.000.000.000.000.000;1.010.997.650.000.000;181.076.736.500.000.000;5.820.827.960.000.000;0.306511100000000;2.338.667.150.000.000;17/7/16 11:57
331;17/7/16 14:43;214.749.000.000.000.000.000;0.819106280000000;-0.628083590000000;-81.178.764.340.000.000;10.000.000.000.000.000;3.727.155.850.000.000;36.000.000.000.000.000;32.000.000.000.000.000;32.000.000.000.000.000;28.000.000.000.000.000;0.988267760000000;258.023.513.799.999.000;3.263.385.770.000.000;0.638540030000000;2.691.482.070.000.000;17/7/16 14:43
332;17/7/16 18:24;809.008.000.000.000.000.000;0.444749170000000;0.860663830000000;-79.508.491.520.000.000;10.000.000.000.000.000;3.547.952.850.000.000;37.000.000.000.000.000;34.000.000.000.000.000;34.000.000.000.000.000;33.000.000.000.000.000;0.990048750000000;182.044.735.000.000.000;2.019.698.140.000.000;0.938559110000000;1.543.732.410.000.000;17/7/16 18:24
333;18/7/16 12:00;712.489.000.000.000.000.000;0.485713980000000;0.951411310000000;-79.455.574.040.000.000;10.000.000.000.000.000;4.538.612.120.000.000;53.000.000.000.000.000;46.000.000.000.000.000;52.000.000.000.000.000;45.000.000.000.000.000;0.961109400000000;183.055.919.600.000.000;2.729.824.070.000.000;0.959730680000000;1.744.070.530.000.000;18/7/16 12:00
334;19/7/16 01:52;984.512.000.000.000.000.000;0.423640920000000;-0.923608540000000;-80.693.191.530.000.000;10.000.000.000.000.000;3.882.361.310.000.000;41.000.000.000.000.000;41.000.000.000.000.000;41.000.000.000.000.000;41.000.000.000.000.000;1.185.519.620.000.000;168.141.635.900.000.000;4.520.339.010.000.000;0.133281780000000;2.310.071.230.000.000;19/7/16 01:52
335;19/7/16 09:14;260.401.000.000.000.000.000;0.442064710000000;0.956407070000000;-79.492.172.240.000.000;10.000.000.000.000.000;3.831.520.870.000.000;51.000.000.000.000.000;51.000.000.000.000.000;50.000.000.000.000.000;50.000.000.000.000.000;1.447.854.010.000.000;190.450.252.500.000.000;5.791.759.490.000.000;0.989302280000000;1.827.315.450.000.000;19/7/16 09:14
336;20/7/16 01:20;637.880.000.000.000.000.000;0.389862170000000;-0.871071220000000;-80.684.806.820.000.000;11.614.984.509.999.900;5.041.179.610.000.000;82.000.000.000.000.000;55.000.000.000.000.000;78.000.000.000.000.000;51.000.000.000.000.000;0.859933890000000;163.003.608.700.000.000;2.730.144.740.000.000;0.085346040000000;2.230.217.930.000.000;20/7/16 01:20
337;20/7/16 08:47;591.055.000.000.000.000.000;0.332348900000000;-0.810741190000000;-80.482.810.970.000.000;10.000.000.000.000.000;3.884.430.020.000.000;44.000.000.000.000.000;41.000.000.000.000.000;43.000.000.000.000.000;40.000.000.000.000.000;1.022.775.330.000.000;182.727.939.600.000.000;3.338.638.540.000.000;0.741551580000000;2.136.974.100.000.000;20/7/16 08:47
338;20/7/16 13:51;199.329.000.000.000.000.000;0.508958320000000;-0.867504780000000;-80.726.440.429.999.800;10.000.000.000.000.000;4.418.596.910.000.000;44.000.000.000.000.000;44.000.000.000.000.000;43.000.000.000.000.000;43.000.000.000.000.000;1.062.186.880.000.000;179.492.381.999.999.000;3.249.701.500.000.000;0.184313220000000;2.356.065.030.000.000;20/7/16 13:51
339;21/7/16 11:57;15.252.000.000.000.000.000;0.259920030000000;-0.985771120000000;-80.655.319.210.000.000;10.000.000.000.000.000;4.972.267.590.000.000;53.000.000.000.000.000;46.000.000.000.000.000;52.000.000.000.000.000;45.000.000.000.000.000;1.091.667.780.000.000;116.862.167.400.000.000;3.507.639.170.000.000;0.090910280000000;2.255.193.950.000.000;21/7/16 11:57
340;21/7/16 16:43;69.807.000.000.000.000.000;0.463801940000000;-0.857061510000000;-80.699.646.000.000.000;10.000.000.000.000.000;4.185.039.470.000.000;47.000.000.000.000.000;47.000.000.000.000.000;47.000.000.000.000.000;47.000.000.000.000.000;1.214.462.040.000.000;177.111.225.100.000.000;4.482.801.910.000.000;0.196774380000000;2.314.213.040.000.000;21/7/16 16:43
341;22/7/16 06:31;886.399.000.000.000.000.000;0.420727510000000;-0.221377330000000;-80.651.901.249.999.800;10.000.000.000.000.000;4.291.241.050.000.000;55.000.000.000.000.000;51.000.000.000.000.000;51.000.000.000.000.000;47.000.000.000.000.000;0.957719780000000;224.225.212.099.999.000;3.342.548.130.000.000;0.276979390000000;2.254.233.600.000.000;22/7/16 06:31
342;22/7/16 14:39;944.310.000.000.000.000.000;0.591572810000000;0.919323740000000;-79.465.530.400.000.000;10.000.000.000.000.000;3.514.425.640.000.000;37.000.000.000.000.000;31.000.000.000.000.000;34.000.000.000.000.000;31.000.000.000.000.000;1.002.967.620.000.000;232.903.900.099.998.000;2.600.136.760.000.000;0.944605050000000;1.585.974.220.000.000;22/7/16 14:39
343;23/7/16 23:39;243.966.000.000.000.000.000;0.476170160000000;1.068.053.600.000.000;-79.588.241.580.000.000;5.000.000.000.000.000;3.509.836.040.000.000;53.000.000.000.000.000;48.000.000.000.000.000;49.000.000.000.000.000;44.000.000.000.000.000;0.848280980000000;190.699.501.000.000.000;2.750.125.890.000.000;0.525766130000000;1.895.922.070.000.000;23/7/16 23:39
344;25/7/16 06:57;280.838.000.000.000.000.000;0.234114110000000;-2.706.397.290.000.000;-79.884.025.570.000.000;3.698.666.570.000.000;3.714.274.910.000.000;49.000.000.000.000.000;43.000.000.000.000.000;44.000.000.000.000.000;39.000.000.000.000.000;1.065.028.910.000.000;95.605.209.349.999.800;3.552.608.010.000.000;0.458184210000000;1.906.944.390.000.000;25/7/16 06:57
345;27/7/16 22:06;410.831.000.000.000.000.000;0.369235660000000;0.767917280000000;-79.789.802.550.000.000;7.949.201.580.000.000;3.685.903.760.000.000;52.000.000.000.000.000;44.000.000.000.000.000;49.000.000.000.000.000;42.000.000.000.000.000;0.888468300000000;115.496.856.700.000.000;2.830.823.660.000.000;0.178022910000000;1.853.333.470.000.000;27/7/16 22:06
346;30/7/16 01:30;626.793.000.000.000.000.000;0.365780410000000;0.230248990000000;-80.012.298.580.000.000;4.382.695.200.000.000;4.209.982.750.000.000;69.000.000.000.000.000;61.000.000.000.000.000;68.000.000.000.000.000;60.000.000.000.000.000;0.945939750000000;142.515.182.500.000.000;2.441.943.640.000.000;0.383230450000000;1.813.763.740.000.000;30/7/16 01:30
347;3/8/16 03:38;701.765.000.000.000.000.000;0.633905220000000;0.722148420000000;-80.227.165.220.000.000;5.893.608.090.000.000;3.745.728.450.000.000;73.000.000.000.000.000;70.000.000.000.000.000;68.000.000.000.000.000;66.000.000.000.000.000;0.912412280000000;236.844.299.299.998.000;3.312.009.100.000.000;0.205426100000000;2.225.236.180.000.000;3/8/16 03:38
348;3/8/16 09:36;122.267.000.000.000.000.000;0.286427130000000;-1.200.483.920.000.000;-80.934.059.140.000.000;4.529.289.720.000.000;3.574.325.440.000.000;44.000.000.000.000.000;33.000.000.000.000.000;41.000.000.000.000.000;30.000.000.000.000.000;0.687583430000000;145.718.482.999.999.000;3.139.473.680.000.000;0.152311830000000;2.481.410.030.000.000;3/8/16 09:36
349;5/8/16 07:23;34.226.000.000.000.000.000;0.340562810000000;-1.908.649.210.000.000;-77.600.349.429.999.800;10.000.000.000.000.000;4.018.474.400.000.000;78.000.000.000.000.000;68.000.000.000.000.000;72.000.000.000.000.000;63.000.000.000.000.000;0.926524920000000;199.994.225.000.000.000;3.315.187.220.000.000;0.588186800000000;1.512.851.950.000.000;5/8/16 07:23
350;5/8/16 22:56;366.188.000.000.000.000.000;0.454890790000000;-1.913.236.020.000.000;-78.990.432.740.000.000;99.358.619.689.999.800;3.501.354.100.000.000;41.000.000.000.000.000;33.000.000.000.000.000;40.000.000.000.000.000;32.000.000.000.000.000;0.606426130000000;55.585.052.490.000.000;2.623.076.440.000.000;0.416186240000000;1.325.539.590.000.000;5/8/16 22:56
351;6/8/16 16:37;905.751.000.000.000.000.000;0.323205660000000;0.883919780000000;-79.637.199.400.000.000;10.000.000.000.000.000;3.914.226.150.000.000;60.000.000.000.000.000;26.000.000.000.000.000;57.000.000.000.000.000;24.000.000.000.000.000;0.849587770000000;148.173.072.800.000.000;1.756.474.970.000.000;0.239179610000000;1.421.780.710.000.000;6/8/16 16:37
352;6/8/16 16:44;300.896.000.000.000.000.000;0.380475150000000;0.915009320000000;-79.581.367.490.000.000;3.583.326.340.000.000;3.764.301.430.000.000;48.000.000.000.000.000;31.000.000.000.000.000;48.000.000.000.000.000;31.000.000.000.000.000;0.470897530000000;167.525.177.000.000.000;1.872.202.400.000.000;0.144440280000000;1.443.611.380.000.000;6/8/16 16:44
353;9/8/16 04:23;739.362.000.000.000.000.000;0.104145360000000;-0.146316290000000;-78.366.310.119.999.800;6.393.641.470.000.000;4.646.518.200.000.000;125.000.000.000.000.000;113.000.000.000.000.000;120.000.000.000.000.000;109.000.000.000.000.000;0.618701240000000;51.014.236.449.999.800;4.485.189.440.000.000;0.073310630000000;0.618916990000000;9/8/16 04:23
354;10/8/16 04:35;825.607.000.000.000.000.000;0.838315490000000;-1.719.723.100.000.000;-77.760.459.900.000.000;2.680.498.120.000.000;3.520.341.530.000.000;54.000.000.000.000.000;49.000.000.000.000.000;49.000.000.000.000.000;44.000.000.000.000.000;0.883575760000000;194.046.412.500.000.000;2.933.629.750.000.000;0.347266440000000;1.215.494.390.000.000;10/8/16 04:35
355;14/8/16 15:31;216.308.000.000.000.000.000;0.143975490000000;-0.141400870000000;-78.363.235.470.000.000;7.031.580.450.000.000;3.727.075.900.000.000;79.000.000.000.000.000;73.000.000.000.000.000;76.000.000.000.000.000;70.000.000.000.000.000;0.549243280000000;51.281.219.479.999.800;2.929.807.660.000.000;0.068736630000000;0.548592450000000;14/8/16 15:31
356;15/8/16 19:03;63.548.000.000.000.000.000;0.249827890000000;-2.838.792.090.000.000;-79.701.934.809.999.800;13.846.544.270.000.000;3.939.039.100.000.000;45.000.000.000.000.000;38.000.000.000.000.000;42.000.000.000.000.000;36.000.000.000.000.000;0.905173250000000;79.856.292.719.999.900;2.929.289.580.000.000;0.436588670000000;1.866.060.140.000.000;15/8/16 19:03
